loc,is_unused,contains_sensitive,num_params,cyclomatic_complexity,commit_count,code_churn,days_since_last_edit,author_count,recent_modification,label
10,0,0,5,4,34,126,694,6,0,1
235,0,1,0,20,60,1014,1197,12,0,5
167,1,1,2,13,31,1269,563,3,0,7
224,1,0,1,14,35,1270,77,1,0,3
88,0,0,6,9,1,162,774,11,0,1
294,0,1,4,17,16,184,195,5,0,5
164,1,1,3,15,32,918,319,4,0,7
26,0,1,2,19,12,1311,334,12,0,5
251,0,0,4,16,25,276,354,1,0,1
75,1,1,5,11,47,1454,891,9,0,7
278,0,0,0,9,52,279,132,8,0,1
57,0,0,0,14,56,670,255,3,0,1
152,0,0,5,16,43,726,3,5,1,0
250,0,1,2,18,20,172,718,2,0,5
160,1,1,4,13,60,769,416,4,0,7
245,1,1,4,9,49,1263,1020,10,0,7
118,0,1,5,17,27,331,502,8,0,5
38,1,0,6,16,16,1500,521,3,0,3
204,0,0,0,2,3,334,406,4,0,1
241,0,1,3,12,9,453,827,5,0,5
80,0,1,3,10,16,1292,1024,6,0,5
173,1,0,3,5,26,1051,318,2,0,3
277,1,1,4,7,2,1456,579,5,0,7
173,1,1,6,5,19,222,59,10,0,7
199,1,1,2,14,4,868,303,6,0,7
123,1,0,3,5,18,1338,702,7,0,3
157,0,1,4,5,39,509,753,11,0,5
40,0,0,5,6,17,814,309,2,0,1
157,0,0,0,17,42,1037,933,6,0,1
142,1,1,1,15,40,695,570,11,0,7
228,1,1,3,1,9,312,440,7,0,7
243,0,0,3,18,46,80,235,11,0,1
30,1,1,4,15,30,1364,775,6,0,7
278,0,1,0,20,32,76,1041,5,0,5
265,0,1,3,7,42,987,1010,3,0,5
93,1,0,0,9,57,1450,9,12,1,2
264,1,1,1,11,13,422,385,8,0,7
132,1,0,4,6,46,1057,1094,9,0,3
206,1,1,6,2,55,611,51,11,0,7
6,1,0,2,4,19,303,222,9,0,3
93,0,1,4,1,33,1332,1125,6,0,5
273,0,1,5,2,57,1243,272,8,0,5
199,0,0,5,19,41,964,917,7,0,1
73,0,0,3,17,23,753,655,5,0,1
260,1,0,3,7,56,381,256,7,0,3
10,0,1,0,11,8,180,570,9,0,5
42,0,1,4,11,46,689,231,6,0,5
298,1,1,4,16,5,415,575,9,0,7
23,0,1,0,19,30,925,867,3,0,5
38,0,0,4,17,41,786,379,2,0,1
114,1,0,1,2,38,842,841,12,0,3
73,0,1,6,5,21,705,134,4,0,5
205,0,0,5,8,19,1052,393,7,0,1
298,0,1,3,13,39,1242,157,2,0,5
219,0,0,4,20,8,94,339,7,0,1
21,1,0,5,13,2,1474,167,6,0,3
217,1,0,0,10,31,428,846,5,0,3
243,1,1,3,8,45,924,286,12,0,7
99,1,1,6,15,34,1352,744,8,0,7
187,0,1,6,11,15,1257,579,5,0,5
261,0,1,6,12,10,1277,19,12,1,4
137,1,0,3,12,2,119,506,7,0,3
162,0,0,5,9,16,1334,182,4,0,1
241,1,0,5,19,14,1377,1123,10,0,3
127,1,0,4,16,59,449,89,6,0,3
162,0,0,1,9,5,1307,363,4,0,1
114,0,1,2,19,1,357,535,7,0,5
121,1,0,1,12,23,1205,12,7,1,2
187,0,1,4,17,14,989,682,5,0,5
300,1,0,2,10,52,580,130,12,0,3
56,1,1,4,17,40,1430,93,10,0,7
60,1,0,6,19,53,587,1024,9,0,3
130,0,1,2,19,35,672,1144,1,0,5
219,1,0,1,19,43,244,291,3,0,3
24,1,1,4,4,58,923,154,10,0,7
104,0,0,5,14,42,96,670,2,0,1
141,0,0,1,6,1,768,1072,10,0,1
92,0,1,5,10,2,760,145,5,0,5
141,1,1,3,19,37,498,399,12,0,7
46,1,0,5,6,21,751,634,12,0,3
114,1,0,0,11,54,331,953,1,0,3
142,0,1,2,9,10,1394,109,11,0,5
233,1,1,2,20,5,322,190,5,0,7
215,1,1,2,20,0,741,165,4,0,7
197,0,0,4,19,58,983,834,1,0,1
293,0,0,5,8,8,1161,35,7,0,1
156,0,0,5,5,16,229,987,7,0,1
208,1,1,3,11,36,1176,169,6,0,7
119,1,1,4,10,26,1288,691,2,0,7
294,1,0,4,16,43,762,634,3,0,3
71,1,0,1,19,5,260,144,9,0,3
128,1,0,0,5,55,861,66,6,0,3
172,0,0,3,20,55,867,888,3,0,1
251,1,1,0,2,8,1255,648,4,0,7
210,0,1,2,12,30,1490,641,1,0,5
224,0,0,2,4,35,599,483,5,0,1
263,0,1,1,19,12,71,871,8,0,5
92,0,0,2,7,49,1134,717,7,0,1
148,0,1,6,10,5,413,482,1,0,5
45,1,0,3,8,29,683,109,1,0,3
92,0,0,4,10,36,1449,125,11,0,1
277,1,0,1,11,2,1378,1138,10,0,3
126,0,1,4,12,18,206,60,12,0,5
104,0,1,0,1,21,1026,197,2,0,5
283,0,1,4,5,10,1292,1108,2,0,5
112,0,1,4,14,53,532,89,3,0,5
131,1,1,5,1,38,1162,193,8,0,7
211,1,1,6,12,47,774,218,7,0,7
163,1,1,6,13,51,580,801,5,0,7
260,1,0,4,2,18,275,349,7,0,3
152,1,1,4,19,15,98,858,11,0,7
283,0,1,0,9,30,400,363,12,0,5
99,0,0,3,3,57,1084,1133,8,0,1
259,0,0,2,9,8,1045,20,10,1,0
290,0,0,4,7,2,252,1008,1,0,1
280,1,1,2,3,7,1108,906,3,0,7
29,1,0,0,18,59,877,1063,9,0,3
99,1,1,3,20,24,92,673,5,0,7
33,0,0,6,18,50,1403,432,3,0,1
124,1,1,3,18,11,132,442,7,0,7
5,0,0,5,9,42,358,1060,8,0,1
22,0,0,3,1,24,974,360,4,0,1
274,0,1,4,1,51,527,281,8,0,5
36,0,1,0,10,2,250,745,2,0,5
79,1,0,0,8,47,499,519,12,0,3
211,1,0,4,12,57,1312,278,11,0,3
115,1,0,3,3,28,86,863,2,0,3
31,1,0,3,15,23,585,517,11,0,3
283,0,1,3,14,3,1338,857,3,0,5
49,0,0,6,18,42,1359,656,4,0,1
46,0,1,3,9,12,1113,441,9,0,5
119,1,0,4,11,35,353,939,12,0,3
108,1,0,1,3,15,1012,0,9,1,2
273,1,0,6,7,27,363,468,3,0,3
68,0,0,6,15,50,1291,1065,1,0,1
190,0,1,2,16,26,1260,750,9,0,5
188,1,1,3,9,6,611,32,5,0,7
163,0,1,1,14,30,77,595,2,0,5
223,1,0,3,4,16,20,797,10,0,3
179,0,1,5,20,44,710,75,8,0,5
52,0,1,0,15,31,1436,831,2,0,5
97,0,1,5,16,35,933,266,9,0,5
162,1,0,2,17,22,1028,555,10,0,3
121,1,1,3,1,36,530,428,9,0,7
189,1,1,6,5,52,359,301,5,0,7
201,0,0,6,6,14,447,108,9,0,1
74,0,1,6,10,11,1277,14,9,1,4
131,1,1,0,16,2,1198,675,7,0,7
64,0,0,4,10,30,859,735,4,0,1
103,1,1,5,8,58,1073,2,2,1,6
275,1,1,4,1,50,283,670,4,0,7
94,1,1,4,16,56,935,1008,5,0,7
220,0,1,4,16,57,1218,153,1,0,5
228,0,1,0,5,14,1035,440,1,0,5
250,1,1,1,3,14,1436,1044,1,0,7
170,0,0,4,11,35,7,1081,7,0,1
143,1,1,6,16,20,1140,608,10,0,7
131,0,0,1,13,24,1305,159,4,0,1
109,0,0,2,3,2,1292,74,9,0,1
14,0,1,6,12,47,961,172,9,0,5
50,1,1,5,9,28,182,909,8,0,7
120,1,0,6,16,60,1085,1198,6,0,3
13,0,0,5,10,19,1085,13,4,1,0
215,1,1,6,16,1,1314,759,9,0,7
156,1,0,2,17,1,301,452,1,0,3
61,0,1,1,15,36,299,1022,2,0,5
233,1,1,4,4,29,598,305,3,0,7
281,0,0,2,4,51,192,1014,8,0,1
80,1,0,5,4,11,390,747,8,0,3
285,1,0,4,18,59,496,761,1,0,3
209,0,0,5,5,15,26,599,7,0,1
240,1,1,4,6,44,628,129,10,0,7
54,1,0,6,10,9,167,788,12,0,3
244,0,1,0,18,50,908,434,6,0,5
296,1,0,2,4,28,810,578,3,0,3
5,1,1,6,5,39,242,580,7,0,7
291,0,0,1,18,44,1411,958,6,0,1
6,1,1,5,11,51,177,1143,11,0,7
63,1,0,0,18,6,29,732,12,0,3
122,1,1,5,7,46,43,1079,12,0,7
263,1,0,5,18,24,1375,140,7,0,3
276,0,0,5,13,36,481,705,7,0,1
72,1,1,0,16,28,1438,1136,8,0,7
287,1,0,1,2,35,390,1153,1,0,3
251,1,0,3,9,40,139,1117,6,0,3
98,0,0,2,3,30,685,542,8,0,1
84,0,1,1,20,14,1132,304,10,0,5
124,0,0,4,16,41,505,32,10,0,1
244,0,0,6,17,29,933,60,7,0,1
160,1,1,4,6,35,538,218,4,0,7
238,1,1,0,3,56,167,331,10,0,7
24,0,1,1,7,13,1341,1145,10,0,5
270,1,0,3,4,19,47,1103,2,0,3
105,1,0,6,15,2,806,711,9,0,3
255,1,1,5,20,17,1178,163,2,0,7
168,1,1,5,3,46,618,979,3,0,7
16,0,0,4,17,2,1297,958,12,0,1
5,0,0,3,17,47,1029,1126,4,0,1
111,0,0,1,10,2,1324,1015,2,0,1
82,1,1,0,8,42,658,1149,8,0,7
262,0,1,2,9,54,1391,783,11,0,5
250,1,1,6,17,23,1190,402,10,0,7
262,0,0,2,2,33,1082,1142,3,0,1
231,1,0,6,17,44,1441,378,1,0,3
174,0,0,0,10,47,995,551,12,0,1
75,1,1,0,14,5,700,621,9,0,7
90,1,1,6,4,58,267,587,8,0,7
144,0,1,0,3,42,1078,931,8,0,5
103,1,0,0,8,2,773,636,12,0,3
239,1,1,0,3,21,913,780,4,0,7
112,1,1,2,3,3,300,212,10,0,7
75,1,0,6,16,8,246,59,9,0,3
230,0,0,6,15,38,925,1162,4,0,1
191,0,0,0,19,55,949,758,9,0,1
77,1,0,4,5,1,824,20,7,1,2
288,1,1,2,17,51,1318,692,9,0,7
30,1,0,2,14,4,521,289,8,0,3
140,1,1,3,13,33,107,29,5,1,6
36,0,0,2,7,41,764,455,2,0,1
16,1,1,5,14,57,605,143,1,0,7
285,0,1,6,19,38,800,795,8,0,5
215,1,1,2,10,47,616,424,12,0,7
65,0,1,6,6,5,1237,86,1,0,5
239,1,1,2,18,39,191,34,8,0,7
198,1,0,0,16,14,1109,1129,7,0,3
91,0,0,3,14,35,337,807,11,0,1
293,0,0,6,3,48,806,6,3,1,0
140,1,0,0,2,8,923,1004,4,0,3
246,1,0,2,15,26,24,980,9,0,3
39,0,0,1,11,50,1012,792,9,0,1
172,1,0,3,16,41,1440,785,9,0,3
295,1,1,2,3,3,772,101,4,0,7
286,0,1,0,20,34,924,1032,6,0,5
251,0,0,5,7,34,426,118,1,0,1
77,1,0,4,15,18,954,726,10,0,3
49,0,0,6,4,25,320,863,11,0,1
223,0,0,5,9,17,568,987,5,0,1
261,0,1,1,4,60,893,1188,8,0,5
197,0,0,6,3,1,971,649,8,0,1
133,1,0,5,9,20,1174,947,7,0,3
297,1,1,1,13,59,1174,615,3,0,7
14,1,1,2,14,50,1203,272,3,0,7
58,0,0,6,12,24,1158,622,12,0,1
46,1,0,2,15,57,1149,249,8,0,3
110,0,0,4,18,20,1453,341,12,0,1
195,1,0,6,18,26,912,319,2,0,3
142,0,1,2,20,38,180,739,8,0,5
127,1,1,4,8,48,927,1180,8,0,7
147,1,1,2,15,54,492,490,3,0,7
50,1,0,4,5,13,212,248,4,0,3
31,0,0,1,8,9,709,985,4,0,1
22,1,0,0,4,45,891,1071,2,0,3
200,1,1,5,2,44,320,465,8,0,7
185,1,1,4,1,50,1297,1144,12,0,7
219,0,1,4,15,4,227,998,9,0,5
159,1,1,2,1,7,1324,743,5,0,7
217,1,0,5,20,60,229,1101,11,0,3
283,1,0,0,12,27,925,1017,2,0,3
19,0,1,6,14,58,1141,910,10,0,5
33,0,1,2,8,23,1432,757,6,0,5
269,1,1,3,3,49,1342,352,5,0,7
10,1,0,2,3,51,470,201,7,0,3
170,1,1,3,11,3,186,1044,1,0,7
160,1,0,3,15,32,1171,245,3,0,3
249,0,1,2,10,21,340,483,11,0,5
216,1,0,2,5,16,515,182,9,0,3
132,0,1,5,11,5,371,467,10,0,5
67,1,1,3,19,30,257,1034,2,0,7
230,1,1,6,13,16,1426,646,8,0,7
137,1,1,3,1,47,194,963,2,0,7
44,1,0,5,11,23,282,944,6,0,3
75,0,0,2,1,48,1321,474,1,0,1
89,0,1,2,1,15,1289,126,7,0,5
39,1,0,5,19,57,211,629,2,0,3
295,0,1,0,13,33,856,964,9,0,5
135,1,1,2,11,3,560,741,9,0,7
157,0,0,5,9,60,148,55,7,0,1
239,1,0,1,15,41,633,907,10,0,3
229,0,1,4,18,39,185,1012,10,0,5
290,1,0,5,8,48,501,64,10,0,3
227,1,1,5,19,31,110,837,6,0,7
267,0,1,2,6,10,218,808,4,0,5
30,0,1,4,11,35,1381,184,6,0,5
91,1,0,2,13,9,663,610,1,0,3
182,1,1,5,13,28,86,628,12,0,7
100,1,0,0,15,5,563,983,4,0,3
22,0,1,0,4,18,1198,811,5,0,5
36,1,1,3,4,8,826,589,2,0,7
71,1,0,5,7,48,520,654,1,0,3
290,0,0,5,1,1,1409,852,3,0,1
62,0,1,0,6,38,809,546,6,0,5
63,1,0,5,9,49,568,287,1,0,3
148,0,0,1,6,24,766,50,3,0,1
33,0,0,0,17,53,842,1022,2,0,1
80,0,1,0,20,45,871,327,11,0,5
11,1,1,5,12,57,902,60,7,0,7
10,1,0,4,14,54,980,989,9,0,3
160,1,1,1,6,36,1374,152,12,0,7
213,0,1,6,19,14,381,29,7,1,4
11,0,0,6,11,29,232,21,10,1,0
281,1,1,6,10,27,88,1100,1,0,7
67,1,1,5,6,26,445,974,2,0,7
78,0,1,0,20,39,1279,171,1,0,5
253,0,1,4,1,2,1315,259,8,0,5
160,0,1,2,1,28,633,924,7,0,5
146,1,1,2,6,28,99,1136,9,0,7
146,1,0,0,6,59,1200,965,3,0,3
125,0,0,3,1,20,1046,271,8,0,1
237,0,1,1,4,35,79,44,2,0,5
82,1,0,0,8,34,1496,532,7,0,3
177,1,1,5,16,60,536,187,4,0,7
130,0,1,6,3,2,1262,966,6,0,5
200,1,0,5,17,26,149,142,12,0,3
186,1,0,0,19,27,732,1135,3,0,3
288,0,0,0,20,55,233,182,3,0,1
74,1,1,2,13,40,143,638,6,0,7
206,1,0,0,5,54,111,131,3,0,3
7,0,0,4,16,7,1109,717,12,0,1
153,1,1,2,1,16,1450,1037,6,0,7
113,1,1,1,4,38,907,160,5,0,7
122,1,1,1,7,41,1053,1177,7,0,7
220,0,0,1,3,4,258,0,3,1,0
12,1,1,0,6,44,532,938,9,0,7
114,1,0,3,13,51,871,1177,4,0,3
203,1,0,1,19,13,925,634,7,0,3
296,1,1,0,3,40,745,89,1,0,7
121,1,1,1,13,15,745,243,4,0,7
249,0,1,6,1,7,623,1109,11,0,5
135,1,0,5,14,13,356,312,6,0,3
48,0,1,5,3,8,877,749,1,0,5
237,1,0,4,9,27,226,693,4,0,3
97,1,1,6,12,41,1304,993,8,0,7
10,0,1,2,14,60,432,1069,10,0,5
46,0,1,2,9,5,722,990,5,0,5
142,1,1,4,19,58,439,1074,2,0,7
205,0,0,5,12,53,95,2,5,1,0
86,1,1,5,5,9,1211,118,11,0,7
219,1,0,4,19,22,58,311,4,0,3
145,1,1,6,5,21,1014,68,5,0,7
81,0,0,6,3,55,938,540,1,0,1
215,0,1,1,2,52,755,1112,9,0,5
17,0,1,0,15,25,1218,350,12,0,5
146,0,1,6,13,58,101,645,8,0,5
203,1,0,2,17,54,713,1151,3,0,3
194,0,0,0,9,22,1023,481,10,0,1
262,0,0,2,1,51,973,373,12,0,1
6,0,0,2,18,38,1126,1133,1,0,1
36,0,0,1,9,52,115,571,10,0,1
216,1,0,4,7,53,1075,695,8,0,3
296,0,1,5,5,20,204,848,12,0,5
115,0,1,2,10,22,694,358,5,0,5
5,1,1,5,20,33,203,716,8,0,7
260,0,1,4,10,59,1093,692,5,0,5
205,0,1,5,8,2,796,837,7,0,5
122,1,0,2,20,53,1457,983,3,0,3
29,1,0,6,5,19,82,41,5,0,3
190,1,1,6,1,26,986,816,1,0,7
23,0,0,5,15,45,463,748,6,0,1
288,1,0,1,13,58,823,185,10,0,3
24,0,0,4,16,4,708,250,12,0,1
168,0,1,2,19,30,131,161,5,0,5
20,1,0,6,8,46,298,212,1,0,3
299,0,1,2,16,34,585,1097,4,0,5
111,1,0,4,13,51,254,1177,10,0,3
28,0,0,6,4,10,1053,802,10,0,1
217,1,1,0,13,42,534,544,5,0,7
204,0,0,0,15,46,1108,590,10,0,1
232,1,0,1,2,25,909,803,6,0,3
246,1,0,3,8,24,65,583,5,0,3
35,0,0,1,15,7,76,823,9,0,1
169,1,0,1,9,26,509,1056,10,0,3
13,1,1,4,18,34,166,74,7,0,7
67,1,0,6,6,33,1357,674,11,0,3
105,1,1,6,7,0,1328,150,12,0,7
285,0,0,2,6,33,96,723,3,0,1
238,0,1,2,9,37,806,789,10,0,5
182,0,1,6,14,6,420,986,11,0,5
202,0,0,5,19,52,634,818,3,0,1
282,0,0,0,12,19,133,6,11,1,0
203,0,1,5,12,52,584,903,7,0,5
289,1,0,1,14,2,1275,797,3,0,3
170,0,1,5,2,21,78,1091,4,0,5
186,0,1,1,8,50,820,1170,8,0,5
172,0,0,4,20,20,932,624,10,0,1
113,0,0,3,20,35,0,245,1,0,1
114,1,0,6,17,39,148,480,8,0,3
211,1,0,6,19,50,1267,697,7,0,3
131,0,0,3,15,15,1491,609,5,0,1
231,0,0,1,15,31,324,735,9,0,1
284,1,1,4,18,24,207,164,6,0,7
131,0,0,0,6,52,1462,983,4,0,1
121,1,1,5,7,42,1362,719,1,0,7
200,1,0,5,18,35,1024,679,9,0,3
274,1,1,2,2,19,138,756,11,0,7
41,0,0,2,16,35,293,581,1,0,1
121,1,0,0,3,11,256,237,12,0,3
120,1,1,3,4,42,891,224,2,0,7
195,0,1,0,3,6,262,105,3,0,5
181,1,0,0,15,4,517,922,5,0,3
148,1,0,6,10,20,826,70,6,0,3
192,0,0,4,8,57,504,842,12,0,1
263,0,1,0,12,48,595,967,4,0,5
177,1,0,1,13,2,966,651,6,0,3
206,0,0,0,16,10,501,521,11,0,1
71,0,0,5,15,17,330,960,11,0,1
254,1,1,4,18,18,681,468,2,0,7
166,1,1,3,1,51,615,477,2,0,7
135,1,1,4,1,11,307,786,9,0,7
104,1,1,2,10,1,924,832,8,0,7
34,1,1,6,14,27,75,57,8,0,7
275,1,1,2,15,9,1344,764,10,0,7
103,0,0,0,20,29,995,13,12,1,0
146,0,0,2,2,7,412,281,4,0,1
186,1,0,6,2,37,333,552,4,0,3
127,1,0,4,12,59,1034,1062,3,0,3
5,0,0,3,10,5,1311,1161,1,0,1
108,1,0,0,10,16,1359,1081,7,0,3
161,0,1,5,8,48,759,348,5,0,5
269,1,1,6,9,43,276,829,10,0,7
65,0,0,5,7,9,918,700,3,0,1
113,1,1,4,11,55,546,401,11,0,7
294,1,1,2,18,44,206,895,3,0,7
155,0,0,1,4,30,878,13,3,1,0
79,0,1,4,11,39,1134,810,11,0,5
56,0,0,2,15,57,1071,446,11,0,1
131,1,0,1,7,29,520,1164,10,0,3
45,1,1,0,18,34,125,1051,1,0,7
175,1,0,2,8,57,115,586,3,0,3
89,1,0,3,14,0,657,471,10,0,3
209,1,0,5,19,12,1161,52,8,0,3
129,0,1,2,19,10,728,409,2,0,5
225,1,1,4,2,23,1375,908,10,0,7
251,0,0,3,4,43,600,730,1,0,1
160,0,0,2,8,2,749,223,8,0,1
223,0,0,5,11,25,1331,741,4,0,1
182,0,1,2,10,19,1219,852,12,0,5
243,0,1,5,9,51,1414,66,10,0,5
91,1,0,1,10,36,1331,546,3,0,3
230,0,0,1,10,15,518,93,1,0,1
235,0,0,3,7,42,1328,193,5,0,1
132,1,0,2,8,4,1019,260,1,0,3
91,1,1,3,2,16,530,970,3,0,7
118,1,0,0,8,22,175,632,10,0,3
96,0,1,1,11,59,1000,607,10,0,5
52,1,0,0,4,6,117,217,4,0,3
18,0,1,4,1,11,483,1117,4,0,5
223,1,0,4,8,7,1320,218,3,0,3
282,1,0,3,10,52,359,280,2,0,3
186,0,0,6,20,40,816,53,3,0,1
184,0,0,6,9,12,1434,577,12,0,1
43,1,1,3,5,24,1222,79,1,0,7
95,0,0,4,16,4,368,545,10,0,1
10,0,1,3,12,16,1393,751,7,0,5
271,0,0,6,15,18,1068,1071,2,0,1
194,0,1,3,1,57,354,92,8,0,5
178,0,1,2,17,2,1264,739,7,0,5
132,0,0,2,11,1,388,82,8,0,1
72,1,1,6,12,40,1146,595,6,0,7
234,0,1,6,15,8,350,730,11,0,5
40,1,0,2,12,54,1158,783,1,0,3
22,1,1,4,4,60,1352,1067,5,0,7
297,1,1,0,10,37,818,884,4,0,7
179,1,0,4,13,5,200,484,8,0,3
5,0,0,1,18,53,715,449,3,0,1
271,0,1,4,11,46,825,1183,7,0,5
279,0,0,5,18,20,897,744,1,0,1
116,1,0,1,16,6,18,67,8,0,3
178,0,1,2,1,20,986,1129,1,0,5
10,1,0,5,17,40,668,218,11,0,3
127,1,0,4,12,39,1162,1115,8,0,3
17,0,0,6,1,0,937,719,11,0,1
190,0,1,3,2,25,405,710,9,0,5
194,1,1,2,14,1,1237,785,10,0,7
103,1,1,6,15,41,1226,834,3,0,7
155,1,0,3,14,56,1170,288,11,0,3
280,0,1,2,9,18,772,416,2,0,5
244,0,0,4,3,13,449,1197,7,0,1
41,0,1,6,14,56,551,585,1,0,5
76,0,0,6,16,46,243,1114,4,0,1
225,0,1,5,4,20,277,110,12,0,5
20,1,1,4,10,41,1430,986,8,0,7
98,0,1,4,8,41,73,821,10,0,5
173,1,0,4,6,13,612,1199,5,0,3
103,0,1,1,16,55,786,135,8,0,5
57,0,0,0,14,56,1109,328,4,0,1
200,1,0,6,15,29,1453,806,11,0,3
17,1,0,3,2,36,808,301,11,0,3
223,0,1,6,13,25,734,604,7,0,5
65,0,0,2,18,19,278,736,2,0,1
207,1,1,6,7,27,514,161,9,0,7
144,1,1,3,4,55,265,49,12,0,7
65,0,0,0,9,47,1328,561,4,0,1
223,0,0,1,6,6,582,923,5,0,1
137,0,1,0,5,13,990,97,8,0,5
68,1,0,1,11,8,940,1194,10,0,3
70,0,0,4,20,18,529,808,12,0,1
73,1,1,4,17,28,325,604,8,0,7
13,0,0,1,8,38,251,1199,7,0,1
167,0,0,1,5,0,633,1120,9,0,1
36,0,0,1,7,38,1087,807,6,0,1
8,0,1,5,18,23,303,724,9,0,5
143,1,1,1,1,34,1433,933,1,0,7
154,1,1,4,6,28,483,361,5,0,7
88,1,0,4,11,51,585,686,2,0,3
85,0,0,5,8,24,219,52,6,0,1
98,1,0,4,9,25,107,283,3,0,3
178,1,0,4,20,53,202,980,8,0,3
224,1,1,5,3,51,680,349,1,0,7
133,0,1,4,6,42,1020,567,11,0,5
46,1,1,3,19,3,52,587,9,0,7
95,0,1,1,9,23,140,606,8,0,5
271,0,0,5,4,60,233,142,5,0,1
167,1,1,2,18,4,1260,359,11,0,7
151,1,1,1,16,34,797,289,12,0,7
144,1,1,1,16,10,441,225,9,0,7
284,0,0,3,16,7,702,771,11,0,1
82,0,0,2,6,43,115,452,10,0,1
137,1,1,5,9,8,1277,794,1,0,7
45,1,1,3,14,49,833,1049,1,0,7
249,1,0,6,1,45,1225,994,10,0,3
263,1,0,3,8,25,750,49,9,0,3
226,1,1,0,4,23,564,848,8,0,7
95,1,1,5,4,20,1251,1164,4,0,7
255,1,0,3,20,55,905,159,8,0,3
259,0,1,5,16,57,669,756,12,0,5
73,1,1,4,12,6,548,1051,8,0,7
70,1,1,4,3,11,157,191,4,0,7
299,1,0,5,12,8,188,936,8,0,3
104,0,0,1,16,46,805,683,11,0,1
77,0,0,5,20,13,849,983,3,0,1
13,1,0,3,4,26,1259,798,8,0,3
101,1,0,2,15,3,646,114,12,0,3
24,1,0,0,12,59,1209,1179,12,0,3
217,0,1,3,4,37,881,971,2,0,5
151,0,0,1,10,46,66,1126,6,0,1
149,0,0,6,11,37,713,643,6,0,1
41,1,1,2,13,6,1439,636,2,0,7
90,0,0,2,6,26,543,1045,11,0,1
195,0,0,6,20,31,495,879,7,0,1
28,0,1,2,12,19,506,206,7,0,5
285,0,0,3,15,50,433,383,2,0,1
95,0,0,3,17,11,842,804,8,0,1
261,1,1,4,9,3,1128,618,10,0,7
151,0,1,6,18,6,915,727,11,0,5
224,1,0,5,13,20,711,78,1,0,3
220,1,1,1,10,35,583,645,10,0,7
46,0,0,1,10,39,557,274,2,0,1
151,1,0,3,15,10,745,978,12,0,3
133,0,1,6,9,38,1477,353,11,0,5
245,0,1,4,17,12,725,410,3,0,5
279,1,0,2,14,5,999,621,4,0,3
41,0,1,5,13,57,507,87,5,0,5
125,1,1,2,15,39,411,972,5,0,7
246,0,0,0,12,3,41,926,3,0,1
18,0,1,1,14,0,970,252,9,0,5
70,1,0,1,7,37,58,1191,4,0,3
92,0,1,2,11,38,50,1095,1,0,5
240,0,1,0,9,55,122,579,3,0,5
257,1,0,0,10,36,678,923,10,0,3
106,1,0,5,9,14,513,725,3,0,3
157,0,0,4,15,55,1285,184,9,0,1
293,1,1,4,11,13,561,108,9,0,7
257,0,0,3,7,4,1134,621,9,0,1
100,1,0,0,11,53,277,1103,11,0,3
260,0,0,6,18,10,475,741,3,0,1
233,0,1,3,11,27,439,1094,1,0,5
209,0,0,5,6,34,42,237,7,0,1
133,0,0,2,1,56,760,685,3,0,1
20,0,0,3,17,51,1455,903,10,0,1
291,0,0,1,12,25,536,291,7,0,1
174,0,0,3,15,57,351,491,3,0,1
265,1,0,4,18,36,510,315,1,0,3
50,1,1,5,18,47,240,580,1,0,7
205,0,0,1,1,22,1025,1180,12,0,1
173,1,1,2,4,20,316,70,2,0,7
20,0,1,0,10,24,888,190,2,0,5
93,1,0,5,17,23,127,396,8,0,3
300,0,1,2,13,10,292,581,11,0,5
211,1,1,1,3,31,370,829,2,0,7
39,1,0,5,18,55,146,641,2,0,3
264,0,1,1,15,40,86,1167,6,0,5
145,1,0,6,18,42,1481,809,7,0,3
89,1,0,1,10,55,873,467,6,0,3
228,0,0,3,11,55,1001,254,2,0,1
20,1,1,3,19,14,781,494,11,0,7
129,1,0,3,5,0,495,285,2,0,3
265,1,0,5,5,18,1295,834,8,0,3
127,1,0,0,15,10,498,714,5,0,3
151,0,0,2,4,53,1301,46,7,0,1
222,0,0,3,19,6,709,740,6,0,1
180,1,0,3,11,19,1027,991,7,0,3
93,1,0,4,5,33,944,1080,11,0,3
34,0,0,4,17,34,981,962,8,0,1
13,0,1,6,10,7,1169,46,9,0,5
76,0,0,2,13,13,470,569,9,0,1
297,0,0,0,11,16,770,112,9,0,1
17,0,1,1,2,14,52,707,10,0,5
72,0,1,2,2,23,579,823,12,0,5
143,0,1,3,19,34,1356,937,5,0,5
207,0,1,1,16,2,265,1041,7,0,5
54,1,1,6,10,51,1267,1138,12,0,7
163,0,1,6,5,29,92,977,12,0,5
95,1,1,0,12,22,668,476,5,0,7
287,1,0,3,19,41,918,833,6,0,3
245,1,0,6,17,56,224,363,2,0,3
253,0,1,6,7,12,1246,28,7,1,4
174,1,1,0,6,15,1236,230,8,0,7
206,0,0,1,3,45,533,485,5,0,1
170,0,0,5,16,53,207,686,5,0,1
150,1,1,6,6,9,907,614,1,0,7
136,0,0,1,10,26,571,915,2,0,1
257,0,0,1,9,23,220,324,7,0,1
241,0,1,0,3,3,415,355,10,0,5
101,0,0,2,5,47,162,200,10,0,1
84,1,0,5,5,41,1381,734,11,0,3
254,1,1,4,6,26,651,750,10,0,7
27,1,1,0,8,26,1241,233,9,0,7
77,1,0,6,6,21,798,1118,6,0,3
144,1,1,0,19,12,563,739,3,0,7
39,0,1,2,19,55,947,1136,10,0,5
