loc,is_unused,contains_sensitive,num_params,cyclomatic_complexity,commit_count,code_churn,days_since_last_edit,author_count,recent_modification,usage_score,activity_score,importance_score,sensitivity_score
288,1,1,5,7,28,180,436,6,0,0,0,3,3
101,0,0,1,15,41,239,258,3,0,3,1,2,0
125,0,0,5,9,34,908,561,10,0,3,0,3,0
287,1,1,0,11,26,1148,893,11,0,0,0,3,3
282,0,0,1,11,33,159,541,6,0,3,0,3,0
8,0,1,1,15,35,514,671,2,0,3,0,1,2
30,0,0,3,11,10,1172,841,7,0,2,0,2,0
246,0,1,4,6,2,557,101,8,0,1,1,3,3
24,0,0,2,13,44,1487,201,3,0,3,1,1,0
253,1,0,2,17,28,1164,1033,10,0,0,0,3,0
10,0,1,1,3,46,1134,322,7,0,3,1,1,2
230,1,0,0,1,0,1248,1115,4,0,0,0,1,0
291,1,1,1,5,60,852,915,6,0,0,0,2,3
274,0,0,2,9,26,380,347,7,0,3,1,2,0
187,1,1,3,9,58,1028,257,4,0,0,1,1,3
214,1,0,2,3,11,891,127,12,0,0,1,2,0
224,0,0,6,18,58,48,828,6,0,3,0,3,0
106,0,1,4,2,49,642,196,1,0,3,1,2,3
254,1,1,1,16,40,1430,309,5,0,0,1,2,3
130,0,0,4,18,0,380,17,9,1,1,3,3,0
122,1,0,1,2,29,814,1168,8,0,0,0,2,0
88,0,1,4,17,32,912,250,3,0,3,1,2,3
215,0,1,0,9,28,314,593,12,0,3,0,2,3
225,1,0,3,14,54,579,930,12,0,0,0,3,0
136,0,1,6,6,47,1159,719,7,0,3,0,3,3
222,0,1,5,9,25,160,103,3,0,3,1,2,3
206,0,1,4,9,31,190,1034,6,0,3,0,3,3
97,1,0,3,2,26,356,620,4,0,0,0,0,0
68,1,1,4,3,56,1348,373,10,0,0,0,2,3
230,1,1,1,1,19,1110,932,10,0,0,0,2,3
244,0,0,0,8,14,1061,630,2,0,2,0,1,0
249,1,0,5,3,19,143,636,12,0,0,0,3,0
270,1,1,3,14,20,1376,949,7,0,0,0,3,3
224,0,0,1,14,25,889,69,5,0,3,2,2,0
64,1,1,4,10,53,188,1011,9,0,0,0,2,3
257,0,0,2,11,37,1450,758,4,0,3,0,2,0
193,0,0,6,6,33,305,614,2,0,3,0,2,0
169,1,1,3,19,13,1338,484,10,0,0,0,3,3
100,0,1,3,9,4,625,858,2,0,1,0,0,3
12,1,0,1,14,0,306,920,6,0,0,0,2,0
192,1,0,0,6,26,1368,784,10,0,0,0,2,0
64,0,0,1,9,3,1212,776,11,0,1,0,1,0
241,0,0,4,18,9,823,482,4,0,2,0,3,0
126,1,0,1,19,50,95,183,2,0,0,1,2,0
31,1,1,1,12,4,1076,237,7,0,0,1,2,2
199,1,1,4,1,55,257,207,11,0,0,1,3,3
44,0,1,3,20,37,469,616,8,0,3,0,2,2
112,0,0,3,9,14,771,82,11,0,2,2,2,0
262,1,1,4,4,34,1355,337,7,0,0,1,3,3
163,0,0,1,17,15,632,751,3,0,2,0,2,0
86,0,1,2,16,21,789,911,3,0,3,0,1,3
130,1,1,2,4,47,192,415,2,0,0,0,1,3
174,1,1,1,5,53,1134,465,8,0,0,0,2,3
196,0,0,0,5,4,259,288,6,0,1,1,2,0
134,0,0,5,15,45,1203,2,12,1,3,3,3,0
80,0,1,2,13,40,1264,366,5,0,3,0,1,3
170,1,0,6,2,43,1116,956,7,0,0,0,3,0
83,1,0,2,9,18,306,417,4,0,0,0,0,0
193,1,1,4,14,30,1334,79,12,0,0,2,3,3
234,0,1,3,1,1,676,1040,9,0,1,0,2,3
108,1,0,6,8,24,84,359,11,0,0,1,3,0
131,0,0,2,12,19,97,172,12,0,2,1,3,0
230,0,1,2,13,55,1464,461,9,0,3,0,3,3
256,0,0,2,5,20,308,67,9,0,3,2,2,0
89,0,1,6,8,6,758,840,3,0,2,0,1,3
14,1,0,3,5,49,827,487,6,0,0,0,1,0
69,0,0,6,5,52,1487,715,12,0,3,0,2,0
135,0,1,3,8,49,947,215,12,0,3,1,2,3
11,0,1,3,6,46,843,989,1,0,3,0,0,2
286,0,0,6,17,60,1211,574,6,0,3,0,3,0
185,1,1,5,16,30,1100,1174,1,0,0,0,3,3
271,1,1,3,11,14,79,12,7,1,0,3,3,3
7,0,1,3,17,20,112,1008,4,0,3,0,1,2
96,0,1,0,6,41,925,317,6,0,3,1,1,3
188,1,1,1,7,27,77,384,2,0,0,0,1,3
189,0,1,0,18,4,234,1100,6,0,1,0,3,3
13,1,0,0,1,15,253,1058,10,0,0,0,1,0
173,1,1,1,7,49,676,1115,11,0,0,0,2,3
84,0,1,3,7,37,789,364,10,0,3,1,1,3
270,0,1,3,11,27,680,764,7,0,3,0,3,3
23,0,1,5,6,46,90,1066,7,0,3,0,2,2
279,0,0,3,9,54,313,1164,9,0,3,0,2,0
288,0,1,2,15,34,1073,281,4,0,3,1,2,3
196,0,1,2,8,25,1089,666,6,0,3,0,2,3
40,1,1,2,12,41,580,1016,6,0,0,0,2,2
237,0,1,5,17,48,1035,272,1,0,3,1,3,3
14,1,1,2,6,22,176,905,10,0,0,0,1,2
183,1,0,6,6,36,1376,951,11,0,0,0,3,0
240,0,0,6,6,36,269,1088,5,0,3,0,2,0
181,1,0,3,4,22,1335,147,9,0,0,1,2,0
108,0,1,4,4,35,50,310,7,0,3,1,3,3
133,1,1,1,12,25,603,698,8,0,0,0,3,3
5,1,1,5,11,7,893,445,3,0,0,0,2,2
254,0,1,5,13,44,965,817,4,0,3,0,3,3
178,0,0,0,10,0,1361,806,5,0,1,0,1,0
51,1,0,2,12,13,1402,349,11,0,0,1,2,0
293,1,0,5,20,29,1146,757,12,0,0,0,3,0
153,1,0,1,6,24,567,603,9,0,0,0,2,0
206,1,0,4,12,57,99,816,3,0,0,0,3,0
251,0,0,1,19,15,1038,93,5,0,2,1,2,0
50,0,0,4,4,46,1389,1041,7,0,3,0,2,0
159,0,0,6,14,24,167,210,3,0,3,1,3,0
21,1,1,5,11,34,714,517,10,0,0,0,3,2
99,1,0,1,11,2,1067,690,3,0,0,0,1,0
195,0,0,4,2,2,786,504,4,0,1,0,2,0
238,0,1,6,8,6,741,366,11,0,2,0,3,3
77,1,0,0,3,19,1032,977,6,0,0,0,1,0
81,1,1,4,12,2,436,865,4,0,0,0,2,3
69,0,0,6,2,9,654,74,5,0,2,2,1,0
164,0,1,1,13,28,434,231,11,0,3,1,3,3
295,1,0,3,13,17,849,194,11,0,0,1,3,0
88,1,0,4,17,2,23,646,11,0,0,0,3,0
192,1,0,4,11,50,635,936,2,0,0,0,3,0
221,0,1,4,5,54,5,500,5,0,3,0,2,3
40,1,1,4,7,46,238,1128,5,0,0,0,1,2
73,0,0,3,4,59,1449,1114,4,0,3,0,0,0
204,0,0,4,2,26,978,477,1,0,3,0,2,0
90,1,1,5,14,8,1203,734,7,0,0,0,3,3
36,1,0,0,1,52,521,694,3,0,0,0,0,0
66,1,1,3,16,38,110,958,2,0,0,0,1,3
33,0,0,4,9,13,733,780,12,0,2,0,2,0
24,1,0,0,4,45,1453,51,4,0,0,2,0,0
5,0,0,5,18,28,528,373,10,0,3,0,3,0
124,0,1,4,18,6,531,543,9,0,2,0,3,3
109,1,0,4,2,8,288,188,1,0,0,1,2,0
104,0,1,2,8,45,498,623,9,0,3,0,2,3
93,1,0,6,20,37,858,834,11,0,0,0,3,0
198,0,1,6,2,45,432,225,11,0,3,1,3,3
10,1,0,4,14,23,1442,565,7,0,0,0,3,0
123,1,1,5,5,6,118,491,11,0,0,0,3,3
110,1,1,1,15,28,915,1030,7,0,0,0,3,3
168,1,0,0,13,58,597,277,3,0,0,1,2,0
116,0,1,1,11,56,755,465,8,0,3,0,3,3
143,0,1,1,14,47,1495,596,9,0,3,0,3,3
161,1,0,5,1,32,1378,834,11,0,0,0,3,0
128,0,0,3,16,48,317,392,6,0,3,0,3,0
96,1,1,0,4,32,1244,716,5,0,0,0,0,3
89,0,0,6,12,18,667,898,12,0,2,0,3,0
252,1,1,5,13,18,1279,1028,1,0,0,0,3,3
24,1,0,4,1,23,539,95,4,0,0,1,1,0
12,0,1,4,12,51,1013,80,11,0,3,2,3,2
216,1,0,0,1,46,361,145,1,0,0,1,1,0
212,0,0,3,10,57,995,199,4,0,3,1,1,0
237,0,0,5,4,14,456,865,1,0,2,0,2,0
101,0,1,1,18,58,907,250,2,0,3,1,2,3
75,0,1,2,9,21,1019,1130,6,0,3,0,1,3
242,1,1,3,5,32,1334,1024,4,0,0,0,1,3
165,0,0,6,5,43,1150,1069,5,0,3,0,2,0
38,0,0,1,15,34,231,310,8,0,3,1,2,0
214,0,0,5,9,16,806,485,9,0,2,0,3,0
234,1,0,4,18,50,586,533,6,0,0,0,3,0
128,0,0,0,11,24,89,752,11,0,3,0,3,0
224,0,0,6,11,8,63,190,5,0,2,1,3,0
251,0,1,6,1,22,1075,1113,5,0,3,0,2,3
155,1,1,1,16,60,344,791,10,0,0,0,3,3
125,1,0,3,16,36,817,27,3,1,0,3,2,0
259,1,0,4,15,35,1289,263,2,0,0,1,3,0
196,1,1,3,12,22,661,473,7,0,0,0,3,3
79,1,0,2,10,16,214,521,3,0,0,0,0,0
45,0,1,3,11,4,504,897,7,0,1,0,2,2
244,1,0,5,2,45,1263,285,1,0,0,1,2,0
41,1,0,4,9,7,531,1177,12,0,0,0,2,0
153,1,0,3,9,30,866,42,12,0,0,2,2,0
23,1,0,4,9,34,808,161,9,0,0,1,2,0
131,1,1,1,6,48,1188,1072,4,0,0,0,1,3
241,0,1,2,1,41,1268,326,10,0,3,1,2,3
59,0,0,4,1,53,896,597,3,0,3,0,1,0
241,1,0,4,19,53,734,593,7,0,0,0,3,0
77,1,0,2,11,59,1267,1131,12,0,0,0,2,0
291,1,0,3,7,51,1304,132,2,0,0,1,1,0
36,1,0,4,6,42,745,609,10,0,0,0,2,0
171,0,0,2,20,54,913,320,2,0,3,1,2,0
280,0,1,1,2,34,892,957,4,0,3,0,1,3
116,0,0,0,9,55,261,881,1,0,3,0,1,0
188,0,1,4,8,14,1046,163,8,0,2,1,3,3
103,0,1,4,18,10,473,1112,6,0,2,0,3,3
107,0,1,0,8,47,363,53,5,0,3,2,1,3
236,1,0,1,11,53,648,1061,2,0,0,0,2,0
150,1,0,0,6,47,228,1136,12,0,0,0,2,0
148,1,1,5,20,1,1238,1061,10,0,0,0,3,3
32,1,1,3,7,13,1324,675,2,0,0,0,0,2
159,1,0,1,8,21,1371,1153,8,0,0,0,2,0
75,1,1,5,18,28,1466,1154,1,0,0,0,2,3
242,0,0,5,13,43,321,433,5,0,3,0,3,0
184,1,0,5,7,49,33,193,7,0,0,1,3,0
75,0,0,3,17,0,1278,59,7,0,1,2,2,0
196,1,0,4,19,57,1177,950,8,0,0,0,3,0
259,0,0,5,15,20,386,662,11,0,3,0,3,0
117,1,1,0,16,55,905,284,1,0,0,1,2,3
74,0,1,1,10,47,525,45,7,0,3,2,1,3
49,1,0,4,6,36,1095,295,12,0,0,1,2,0
115,1,0,0,5,9,412,442,4,0,0,0,1,0
282,1,1,6,18,37,612,318,1,0,0,1,3,3
227,1,0,5,14,30,371,713,2,0,0,0,3,0
70,0,0,1,6,21,1396,721,2,0,3,0,0,0
122,1,0,3,5,57,1184,247,6,0,0,1,2,0
136,1,1,1,19,24,1137,443,7,0,0,0,3,3
120,0,1,1,1,33,1196,227,2,0,3,1,1,3
279,0,0,1,4,56,21,153,7,0,3,1,2,0
28,1,1,6,10,1,869,48,8,0,0,2,2,2
74,1,1,2,13,6,376,626,10,0,0,0,2,3
95,1,1,2,13,30,974,486,10,0,0,0,2,3
213,1,1,5,10,54,173,100,10,0,0,1,3,3
99,0,0,6,7,30,543,1071,11,0,3,0,2,0
189,0,0,6,8,13,1067,602,11,0,2,0,3,0
215,1,1,3,17,35,227,10,9,1,0,3,3,3
160,0,1,2,18,42,194,634,5,0,3,0,2,3
165,1,0,3,13,14,35,594,12,0,0,0,3,0
186,0,0,4,12,45,827,116,10,0,3,1,3,0
32,1,0,1,10,38,640,883,7,0,0,0,1,0
156,0,1,0,2,39,1115,161,4,0,3,1,1,3
228,0,1,5,2,58,462,946,3,0,3,0,2,3
142,1,1,5,5,20,1147,69,7,0,0,2,3,3
43,0,0,6,18,57,916,742,5,0,3,0,2,0
144,0,1,6,9,3,670,1170,12,0,1,0,3,3
116,1,1,4,8,32,459,1034,3,0,0,0,2,3
106,0,0,2,5,48,182,830,10,0,3,0,2,0
126,1,1,2,10,7,720,650,4,0,0,0,1,3
44,0,1,4,8,53,530,505,5,0,3,0,1,2
132,0,0,1,14,57,501,251,5,0,3,1,2,0
94,1,0,5,2,8,740,339,1,0,0,1,1,0
146,1,1,5,1,51,1440,391,10,0,0,0,3,3
240,0,1,2,13,29,1200,387,2,0,3,0,2,3
11,1,0,2,20,52,1365,810,9,0,0,0,2,0
43,0,1,5,17,44,1329,320,2,0,3,1,2,2
280,0,1,3,19,57,944,101,12,0,3,1,3,3
53,0,1,2,9,53,895,718,9,0,3,0,1,3
223,0,1,0,9,47,165,185,1,0,3,1,1,3
155,1,0,1,13,47,1322,1085,9,0,0,0,3,0
249,0,0,4,18,32,1200,931,3,0,3,0,3,0
84,0,1,1,18,25,974,657,2,0,3,0,1,3
190,0,1,6,4,51,876,3,3,1,3,3,2,3
296,0,0,0,16,8,619,1026,4,0,2,0,2,0
255,0,0,1,6,7,1027,210,10,0,2,1,2,0
261,0,0,3,19,51,43,1000,3,0,3,0,2,0
273,0,0,6,11,22,59,461,6,0,3,0,3,0
251,1,1,3,14,40,1449,460,1,0,0,0,2,3
268,1,1,1,5,8,328,981,3,0,0,0,1,3
110,0,0,1,17,19,877,276,1,0,2,1,2,0
232,1,1,4,5,23,1030,545,9,0,0,0,3,3
228,1,0,1,18,47,561,616,1,0,0,0,2,0
70,0,0,3,12,48,271,735,10,0,3,0,2,0
56,0,0,3,5,22,1385,194,1,0,3,1,0,0
182,1,0,2,11,44,526,113,9,0,0,1,3,0
10,1,1,1,12,6,924,888,10,0,0,0,2,2
158,1,0,4,9,0,1495,669,11,0,0,0,3,0
97,1,0,5,4,42,476,486,11,0,0,0,2,0
86,0,1,5,15,1,722,1179,7,0,1,0,3,3
147,1,0,3,10,2,1163,355,2,0,0,1,1,0
113,1,1,5,10,21,129,325,10,0,0,1,3,3
192,1,1,6,10,41,498,1142,7,0,0,0,3,3
239,1,0,6,7,29,1394,974,1,0,0,0,2,0
192,0,0,0,7,16,1271,98,7,0,2,1,2,0
241,0,1,1,13,5,312,351,5,0,2,1,2,3
195,1,0,0,12,45,1453,87,9,0,0,2,3,0
224,0,0,2,4,60,43,467,9,0,3,0,2,0
222,1,0,4,1,35,281,224,3,0,0,1,2,0
211,1,0,5,16,54,1392,1098,9,0,0,0,3,0
39,0,1,1,7,36,63,759,6,0,3,0,1,2
223,1,0,6,5,32,1499,178,3,0,0,1,2,0
34,0,0,5,9,24,1130,946,8,0,3,0,2,0
148,1,0,0,15,2,1263,144,2,0,0,1,2,0
34,1,1,5,12,28,420,535,10,0,0,0,3,2
280,1,1,6,20,24,768,240,8,0,0,1,3,3
157,1,1,6,4,6,754,232,2,0,0,1,2,3
99,1,0,5,13,25,185,989,11,0,0,0,3,0
114,1,0,0,15,20,439,1047,7,0,0,0,3,0
64,1,1,4,12,28,815,467,5,0,0,0,2,3
129,1,1,4,6,59,1394,773,8,0,0,0,3,3
55,0,1,2,15,38,350,792,10,0,3,0,2,3
73,0,0,0,4,8,1480,382,2,0,2,0,0,0
195,0,1,4,12,18,39,795,6,0,2,0,3,3
183,0,1,4,8,22,144,418,7,0,3,0,3,3
56,1,0,3,15,33,230,399,10,0,0,0,2,0
257,0,1,2,12,1,642,1108,3,0,1,0,2,3
280,0,0,6,6,9,823,759,9,0,2,0,3,0
145,0,0,1,13,29,380,1117,6,0,3,0,3,0
271,1,1,0,16,57,686,937,12,0,0,0,3,3
214,1,0,4,16,0,1083,1038,10,0,0,0,3,0
84,0,1,1,20,1,1384,279,2,0,1,1,1,3
237,1,1,5,5,20,719,502,6,0,0,0,3,3
240,0,0,6,12,39,783,480,6,0,3,0,3,0
168,1,1,1,17,55,914,895,7,0,0,0,3,3
142,0,1,6,5,39,849,0,2,1,3,3,2,3
139,0,1,4,19,29,392,519,12,0,3,0,3,3
153,1,0,5,14,23,512,24,6,1,0,3,3,0
38,0,0,0,8,51,693,625,7,0,3,0,1,0
245,1,1,5,7,51,968,1106,6,0,0,0,3,3
185,0,0,4,6,19,770,1169,11,0,2,0,3,0
258,0,1,5,16,52,1351,853,12,0,3,0,3,3
162,1,1,2,2,3,619,848,3,0,0,0,1,3
148,0,0,4,13,55,169,116,3,0,3,1,3,0
178,0,0,5,8,28,526,960,7,0,3,0,3,0
168,1,1,3,4,32,738,274,4,0,0,1,1,3
280,1,0,6,3,32,696,1061,11,0,0,0,3,0
221,0,0,5,5,27,114,1004,6,0,3,0,3,0
296,0,0,3,19,33,495,551,8,0,3,0,3,0
51,0,0,5,5,30,120,195,11,0,3,1,2,0
234,0,0,5,11,0,91,254,3,0,1,1,3,0
56,1,1,1,10,59,1291,334,1,0,0,1,0,3
30,1,1,1,6,38,1334,941,2,0,0,0,0,2
56,0,0,0,15,47,191,1146,11,0,3,0,2,0
219,0,0,2,11,12,1013,28,3,1,2,3,2,0
255,0,0,5,12,52,111,903,10,0,3,0,3,0
161,1,0,5,17,20,935,276,8,0,0,1,3,0
11,0,1,4,6,7,730,530,4,0,2,0,1,2
282,0,0,4,2,14,774,4,11,1,2,3,3,0
253,0,0,2,8,37,430,639,12,0,3,0,2,0
122,1,1,1,2,6,99,1153,3,0,0,0,1,3
163,0,0,2,7,12,853,189,2,0,2,1,1,0
217,0,1,2,9,59,1416,843,10,0,3,0,2,3
50,0,0,0,12,0,1100,416,7,0,1,0,2,0
136,1,1,3,14,55,1347,745,1,0,0,0,2,3
46,0,0,3,3,5,820,334,12,0,2,1,1,0
46,0,0,4,13,7,259,727,1,0,2,0,2,0
201,0,1,3,11,7,33,1059,7,0,2,0,3,3
163,1,0,0,3,26,1442,8,8,1,0,3,2,0
87,0,0,4,8,8,1449,999,10,0,2,0,2,0
179,0,0,4,6,13,1337,689,8,0,2,0,3,0
267,1,0,5,6,2,1376,578,9,0,0,0,3,0
256,0,1,3,19,20,437,980,2,0,3,0,2,3
291,1,0,6,2,32,195,1000,8,0,0,0,3,0
96,1,1,4,17,16,574,1130,4,0,0,0,2,3
43,1,0,0,3,39,1200,1069,11,0,0,0,1,0
174,1,0,1,2,27,1007,428,12,0,0,0,2,0
86,0,1,5,11,56,626,463,5,0,3,0,2,3
276,1,0,1,3,5,355,430,1,0,0,0,1,0
100,0,0,2,14,18,646,576,8,0,2,0,2,0
23,1,1,0,2,14,572,101,2,0,0,1,0,2
229,1,0,0,8,34,1116,1118,2,0,0,0,1,0
170,1,0,3,8,30,823,1072,11,0,0,0,2,0
83,1,0,1,8,51,343,1068,9,0,0,0,1,0
19,0,1,6,15,60,834,368,4,0,3,0,2,2
208,1,1,2,10,57,1193,1176,4,0,0,0,1,3
48,0,0,6,5,7,674,530,11,0,2,0,2,0
143,0,1,4,12,16,1006,573,5,0,2,0,3,3
159,1,0,1,14,26,430,87,10,0,0,2,3,0
36,0,1,3,14,46,176,1145,9,0,3,0,2,2
298,1,1,3,15,50,1254,1043,1,0,0,0,2,3
45,1,1,0,4,6,1149,549,7,0,0,0,1,2
99,1,1,5,18,29,698,354,9,0,0,1,3,3
6,0,0,5,18,33,476,459,9,0,3,0,3,0
268,0,0,0,7,9,227,798,7,0,2,0,2,0
160,0,0,5,11,12,770,68,4,0,2,2,3,0
270,0,0,2,15,57,494,380,12,0,3,0,3,0
190,1,0,5,20,42,1074,706,7,0,0,0,3,0
213,1,0,5,10,40,1467,401,12,0,0,0,3,0
39,1,0,3,20,51,1274,1135,5,0,0,0,1,0
56,1,1,0,10,2,1094,526,6,0,0,0,1,3
67,1,1,6,2,59,699,485,5,0,0,0,1,3
177,0,0,0,1,52,857,1095,9,0,3,0,2,0
27,0,0,3,19,47,1218,1071,11,0,3,0,2,0
109,1,1,6,15,27,316,473,8,0,0,0,3,3
263,1,1,4,20,10,449,323,9,0,0,1,3,3
225,0,0,1,14,58,1088,638,1,0,3,0,2,0
157,0,1,4,7,19,839,1128,8,0,2,0,3,3
288,1,1,1,20,10,300,1039,11,0,0,0,3,3
88,0,0,5,5,53,1069,1153,4,0,3,0,1,0
291,1,0,5,1,11,1088,217,11,0,0,1,3,0
189,0,0,0,16,18,841,1153,12,0,2,0,3,0
26,1,1,0,1,33,718,973,11,0,0,0,1,2
246,0,1,0,20,38,532,45,3,0,3,2,2,3
98,0,1,3,7,39,683,645,2,0,3,0,0,3
33,0,1,1,2,32,172,215,4,0,3,1,0,2
166,0,1,0,8,21,349,790,5,0,3,0,1,3
27,0,0,2,13,29,805,344,12,0,3,1,2,0
81,0,0,0,10,10,389,746,4,0,2,0,0,0
65,0,1,4,10,36,463,599,1,0,3,0,1,3
41,0,0,2,2,53,939,612,2,0,3,0,0,0
6,1,1,3,13,46,827,623,9,0,0,0,2,2
19,0,1,1,12,45,285,401,6,0,3,0,2,2
297,0,0,0,5,48,775,806,10,0,3,0,2,0
39,0,0,3,5,0,848,893,9,0,1,0,1,0
142,1,1,6,3,31,380,137,1,0,0,1,2,3
17,0,1,4,1,7,1406,584,10,0,2,0,2,2
93,0,0,5,16,38,816,303,12,0,3,1,3,0
107,0,1,0,14,49,1231,667,4,0,3,0,2,3
112,1,0,3,8,52,1430,670,2,0,0,0,1,0
68,1,1,0,16,6,1240,762,10,0,0,0,2,3
195,0,0,0,12,60,287,5,6,1,3,3,3,0
91,0,0,4,16,46,71,450,11,0,3,0,3,0
183,1,1,6,6,20,1126,47,4,0,0,2,2,3
245,1,1,3,12,44,674,624,4,0,0,0,2,3
155,1,1,0,9,7,33,12,5,1,0,3,1,3
124,1,1,2,15,50,1409,978,6,0,0,0,3,3
27,0,1,2,5,21,1233,76,9,0,3,2,1,2
225,0,0,3,20,41,596,265,1,0,3,1,2,0
289,0,0,3,20,51,1134,1114,1,0,3,0,2,0
250,0,0,0,15,42,1049,817,3,0,3,0,2,0
175,0,1,4,17,55,1453,404,6,0,3,0,3,3
28,1,1,6,14,41,1345,911,5,0,0,0,2,2
79,1,0,2,16,46,894,375,1,0,0,0,1,0
120,0,0,5,8,15,400,186,9,0,2,1,3,0
129,1,0,2,11,25,420,1088,5,0,0,0,2,0
147,1,0,0,19,18,716,915,1,0,0,0,2,0
177,0,0,2,20,5,716,1034,7,0,2,0,3,0
43,0,1,3,5,1,1476,784,10,0,1,0,1,2
116,1,1,2,8,12,1015,825,10,0,0,0,2,3
115,0,1,3,1,42,131,330,9,0,3,1,2,3
111,1,0,2,9,20,379,583,12,0,0,0,2,0
88,1,1,5,1,10,773,1108,6,0,0,0,2,3
296,1,1,1,5,23,602,62,5,0,0,2,1,3
119,1,0,6,12,24,208,511,1,0,0,0,3,0
132,1,1,5,1,34,1056,182,2,0,0,1,2,3
162,1,0,3,8,22,1340,779,8,0,0,0,2,0
225,0,0,0,5,36,202,401,8,0,3,0,2,0
19,1,1,6,7,48,152,804,12,0,0,0,2,2
177,0,0,6,10,28,333,954,5,0,3,0,2,0
247,0,0,3,6,28,438,1171,8,0,3,0,2,0
153,1,0,1,15,8,1063,221,6,0,0,1,3,0
200,1,0,3,3,56,1247,913,10,0,0,0,2,0
229,0,1,6,10,42,1320,874,5,0,3,0,2,3
100,1,1,4,11,28,773,605,2,0,0,0,2,3
192,0,1,2,7,4,430,385,7,0,1,0,2,3
297,0,0,1,13,10,280,468,1,0,2,0,2,0
278,0,1,4,3,2,1027,653,9,0,1,0,3,3
181,0,0,5,3,52,340,975,8,0,3,0,3,0
206,1,1,1,15,39,83,1056,6,0,0,0,3,3
121,0,0,3,1,1,531,694,12,0,1,0,2,0
275,1,1,5,1,37,857,781,7,0,0,0,3,3
285,1,1,0,15,33,1424,451,4,0,0,0,2,3
22,0,1,0,20,16,244,845,2,0,2,0,1,2
275,0,1,1,11,55,817,1187,11,0,3,0,3,3
149,1,1,4,14,52,312,857,3,0,0,0,3,3
275,0,0,4,16,14,817,892,8,0,2,0,3,0
236,0,1,3,11,1,368,738,8,0,1,0,3,3
107,0,1,5,14,56,301,639,4,0,3,0,3,3
91,0,1,6,7,43,1353,814,5,0,3,0,1,3
18,1,0,1,4,47,372,369,9,0,0,0,1,0
215,1,1,3,15,34,3,399,2,0,0,0,2,3
86,1,1,4,10,27,928,305,10,0,0,1,2,3
50,0,1,4,4,13,512,699,3,0,2,0,1,2
213,0,1,5,5,34,1345,116,3,0,3,1,2,3
243,1,0,5,19,30,1089,996,3,0,0,0,3,0
5,0,1,1,18,14,245,1007,5,0,2,0,1,2
53,1,0,1,6,52,1009,278,8,0,0,1,1,0
274,1,0,4,1,34,963,79,12,0,0,2,3,0
36,0,1,4,16,33,29,148,3,0,3,1,2,2
87,1,0,5,20,33,837,278,2,0,0,1,2,0
78,0,1,5,17,40,1163,83,2,0,3,2,2,3
260,1,1,3,3,27,1064,828,11,0,0,0,2,3
299,1,1,0,6,18,1305,1103,7,0,0,0,2,3
234,0,0,2,1,3,1382,260,5,0,1,1,1,0
186,0,1,5,9,60,478,797,8,0,3,0,3,3
34,0,1,2,9,39,1128,52,7,0,3,2,1,2
205,1,0,4,13,34,1108,382,4,0,0,0,3,0
135,0,0,4,13,51,1429,431,4,0,3,0,3,0
178,0,0,0,5,57,23,325,7,0,3,1,2,0
251,0,1,3,13,23,72,351,8,0,3,1,3,3
47,0,1,0,10,52,443,84,5,0,3,2,0,2
247,0,0,4,20,59,1111,374,9,0,3,0,3,0
37,0,0,1,6,3,1189,423,6,0,1,0,1,0
261,0,0,3,12,57,1208,820,9,0,3,0,3,0
86,0,1,3,8,41,1144,1045,11,0,3,0,1,3
193,1,1,5,2,36,613,1126,2,0,0,0,2,3
204,1,0,2,4,24,1067,447,6,0,0,0,2,0
208,0,0,5,3,36,439,330,3,0,3,1,2,0
68,0,0,5,11,31,1386,829,1,0,3,0,2,0
68,0,0,0,6,17,375,1170,11,0,2,0,1,0
222,0,1,5,4,11,902,496,8,0,2,0,3,3
203,1,1,6,13,31,420,621,6,0,0,0,3,3
29,0,0,3,1,36,34,467,5,0,3,0,0,0
137,0,1,3,7,45,1253,755,3,0,3,0,1,3
291,0,0,3,9,20,476,463,12,0,3,0,2,0
151,0,0,4,14,60,167,21,1,1,3,3,3,0
113,1,1,6,1,56,1119,820,3,0,0,0,2,3
260,1,1,5,17,57,379,1050,10,0,0,0,3,3
17,1,1,3,19,16,147,803,1,0,0,0,1,2
210,1,0,4,13,14,420,209,5,0,0,1,3,0
261,1,1,5,11,13,47,1023,8,0,0,0,3,3
206,0,0,2,15,59,1028,364,10,0,3,1,3,0
229,0,1,4,20,43,348,5,2,1,3,3,3,3
258,1,1,6,4,32,504,743,6,0,0,0,3,3
56,0,0,2,20,8,301,804,1,0,2,0,1,0
79,0,0,3,14,54,438,177,7,0,3,1,2,0
14,1,1,1,5,14,1352,188,8,0,0,1,1,2
78,0,0,2,14,10,1225,1160,2,0,2,0,1,0
142,1,1,2,9,52,1146,1018,3,0,0,0,1,3
257,0,1,5,20,36,1272,528,3,0,3,0,3,3
31,1,0,3,18,12,528,316,10,0,0,1,2,0
183,1,1,6,10,53,1443,79,1,0,0,2,2,3
253,0,1,0,8,29,614,225,9,0,3,1,2,3
220,1,1,0,4,8,1070,631,1,0,0,0,1,3
258,1,0,1,9,38,1254,570,2,0,0,0,1,0
82,0,0,6,10,10,185,213,11,0,2,1,2,0
151,1,0,4,20,52,1493,886,7,0,0,0,3,0
132,0,0,4,4,15,207,662,1,0,2,0,2,0
